squareMeters,rooms,type,longitude,hasElevator,poiCount,hasSecurity,hasParkingSpace,buildYear,centreDistance,city_encoded
56.0,3.0,1.0,19.9063535,0.0,6.0,0,1,2009.0,5.15,747427.8625277162
47.8,3.0,1.0,21.17216043,0.0,9.0,0,0,1965.0,2.09,331119.6569037657
80.2,3.0,1.0,20.95441,1.0,2.0,0,0,2000.0,13.28,923794.7879754602
37.8,2.0,3.0,18.60208,1.0,14.0,0,0,2016.0,6.24,737720.9866291344
58.0,3.0,1.0,18.58214,1.0,5.0,1,0,2010.0,4.98,737720.9866291344
42.3,2.0,1.0,21.2277,0.0,3.0,0,0,1980.0,15.52,923794.7879754602
56.0,2.0,0.0,17.0544595,1.0,17.0,0,0,1999.0,2.13,663522.8989361703
70.47,3.0,1.0,14.4807861,0.0,3.0,0,0,1930.0,9.82,500654.9549763033
78.49,3.0,0.0,19.8894,1.0,13.0,0,0,2008.0,5.45,747427.8625277162
68.56,3.0,1.0,21.0308888,0.0,12.0,0,1,1992.0,9.42,923794.7879754602
70.7,3.0,0.0,17.0523309,0.0,13.0,0,1,1994.0,2.31,663522.8989361703
71.7,4.0,1.0,16.9574,0.0,6.0,0,1,1990.0,5.38,663522.8989361703
92.0,5.0,0.0,16.993758,0.0,8.0,0,0,2006.0,4.17,663522.8989361703
51.0,2.0,1.0,19.4041,1.0,23.0,0,0,,5.23,413154.8083261058
43.0,2.0,1.0,20.9788337,1.0,23.0,0,0,2020.0,3.1,923794.7879754602
39.0,2.0,1.0,22.5838852,0.0,14.0,0,0,1975.0,2.36,491590.74011299433
53.0,4.0,1.0,16.85834,1.0,8.0,0,0,1980.0,5.71,568970.2777777778
38.3,2.0,1.0,19.37285,1.0,15.0,0,0,1975.0,5.8,413154.8083261058
52.3,2.0,1.0,23.10064807,0.0,14.0,0,0,1986.0,3.18,445351.94527363183
41.92,2.0,3.0,19.92256,1.0,7.0,0,0,2023.0,4.54,747427.8625277162
33.0,1.0,1.0,21.0375976,1.0,8.0,0,1,2023.0,6.31,923794.7879754602
42.42,2.0,1.0,19.41455945,0.0,0.0,0,1,1980.0,5.65,413154.8083261058
36.9,2.0,1.0,21.0077,0.0,61.0,0,0,1992.0,0.51,923794.7879754602
92.78,4.0,3.0,21.0421,1.0,7.0,0,1,,6.14,923794.7879754602
51.1,3.0,1.0,20.9384,1.0,31.0,0,0,1972.0,6.45,923794.7879754602
81.08,4.0,3.0,18.65365,1.0,11.0,0,0,2021.0,0.85,737720.9866291344
51.5,2.0,1.0,18.60868,1.0,0.0,0,0,2018.0,6.47,737720.9866291344
52.1,3.0,1.0,19.92854606,1.0,26.0,0,0,1975.0,4.02,747427.8625277162
60.97,3.0,1.0,21.1067447,0.0,2.0,0,0,1989.0,3.23,331119.6569037657
61.0,4.0,1.0,22.50948429,0.0,19.0,0,0,1986.0,4.52,491590.74011299433
82.0,4.0,1.0,20.0094789,0.0,7.0,0,0,1993.0,7.54,747427.8625277162
43.3,2.0,3.0,19.0272,0.0,24.0,1,1,,1.16,442685.6430594901
38.0,2.0,0.0,18.6023,1.0,19.0,0,0,,7.68,737720.9866291344
56.52,3.0,1.0,14.5528116,1.0,67.0,0,0,1975.0,0.79,500654.9549763033
54.0,3.0,0.0,18.59117,0.0,20.0,0,0,1970.0,7.48,737720.9866291344
61.6,3.0,1.0,23.08794022,0.0,10.0,0,0,1991.0,3.83,445351.94527363183
31.2,2.0,2.0,18.65431,0.0,110.0,0,0,1930.0,0.27,737720.9866291344
35.13,2.0,0.0,20.91738,0.0,17.0,0,0,1970.0,6.23,923794.7879754602
38.0,2.0,1.0,19.38700279,0.0,15.0,0,0,1982.0,4.87,413154.8083261058
49.0,2.0,1.0,17.1310609,1.0,8.0,0,0,2010.0,8.81,663522.8989361703
58.0,3.0,3.0,18.65502,1.0,13.0,0,0,2019.0,0.76,737720.9866291344
105.08,4.0,0.0,19.93426504,0.0,0.0,0,0,2023.0,8.23,747427.8625277162
30.08,2.0,3.0,21.04207217,1.0,19.0,0,0,2020.0,4.2,923794.7879754602
40.7,2.0,3.0,20.97666,0.0,31.0,1,0,2016.0,1.83,923794.7879754602
119.55,4.0,2.0,21.02211009,1.0,55.0,0,0,1956.0,1.8,923794.7879754602
67.5,4.0,1.0,22.51711,0.0,20.0,0,0,1996.0,3.57,491590.74011299433
44.0,3.0,1.0,23.161734,0.0,2.0,0,0,,1.95,445351.94527363183
92.32,3.0,1.0,14.5203002,0.0,1.0,0,1,1920.0,3.25,500654.9549763033
56.83,2.0,0.0,20.89319,0.0,15.0,0,0,1960.0,8.6,923794.7879754602
38.0,2.0,1.0,20.04953612,1.0,22.0,0,0,1950.0,8.27,747427.8625277162
45.38,2.0,1.0,19.9725741,0.0,5.0,0,1,1972.0,3.42,747427.8625277162
45.96,2.0,1.0,20.04510558,0.0,22.0,0,0,1958.0,7.87,747427.8625277162
48.07,2.0,1.0,16.94783,1.0,10.0,0,1,2022.0,5.29,568970.2777777778
42.42,2.0,1.0,19.41361,0.0,20.0,0,0,1976.0,4.81,413154.8083261058
59.0,3.0,3.0,21.0745726,1.0,29.0,0,1,2016.0,8.86,923794.7879754602
93.9,3.0,1.0,20.9945333,1.0,32.0,1,1,2005.0,2.96,923794.7879754602
138.0,5.0,1.0,19.9038,0.0,11.0,0,0,1995.0,3.51,747427.8625277162
72.0,4.0,1.0,20.9190779,1.0,14.0,0,0,1975.0,5.77,923794.7879754602
48.1,2.0,0.0,16.8981469,0.0,3.0,0,0,2005.0,3.54,568970.2777777778
53.26,3.0,1.0,18.46681,1.0,0.0,0,0,,5.32,657043.248427673
100.0,4.0,2.0,17.05793445,0.0,31.0,0,0,,2.01,663522.8989361703
80.0,4.0,0.0,21.23209,0.0,7.0,1,0,2012.0,15.58,923794.7879754602
45.04,3.0,0.0,19.4522864,0.0,1.0,0,0,,2.72,413154.8083261058
67.0,3.0,3.0,21.08218832,1.0,23.0,0,1,2021.0,5.38,923794.7879754602
37.5,2.0,0.0,19.3816,0.0,17.0,0,0,,5.31,413154.8083261058
54.0,3.0,0.0,17.9899445,0.0,9.0,0,1,,1.32,411446.35302390996
50.0,2.0,1.0,14.5055732,0.0,9.0,0,0,1937.0,4.32,500654.9549763033
47.35,2.0,1.0,18.62755,1.0,6.0,0,0,2019.0,6.46,737720.9866291344
62.0,3.0,1.0,20.0048,1.0,4.0,1,0,2016.0,5.04,747427.8625277162
76.0,4.0,0.0,18.63404,0.0,9.0,0,0,,1.96,737720.9866291344
38.55,2.0,1.0,18.60412,0.0,4.0,0,0,2022.0,5.43,737720.9866291344
45.0,3.0,1.0,23.1414,0.0,18.0,0,1,1965.0,0.33,445351.94527363183
40.8,2.0,1.0,16.95664644,0.0,32.0,0,0,1960.0,5.11,663522.8989361703
115.49,4.0,3.0,21.10281,1.0,32.0,0,0,2021.0,6.8,923794.7879754602
57.96,3.0,1.0,22.49572,1.0,15.0,1,1,2016.0,5.67,491590.74011299433
51.45,2.0,0.0,17.03636,0.0,2.0,0,0,,4.7,663522.8989361703
63.11,3.0,0.0,20.0183177,1.0,3.0,0,0,2022.0,5.79,747427.8625277162
74.15,3.0,1.0,17.0109,0.0,13.0,0,0,1937.0,3.66,663522.8989361703
102.52,3.0,2.0,20.9895294,0.0,34.0,0,0,1935.0,1.56,923794.7879754602
32.0,1.0,1.0,17.01976,1.0,24.0,0,0,,2.41,663522.8989361703
48.42,2.0,3.0,17.0118099,1.0,6.0,0,1,2020.0,1.41,663522.8989361703
32.0,1.0,2.0,21.07226,0.0,3.0,1,0,1939.0,6.1,923794.7879754602
107.0,4.0,0.0,21.0346955,1.0,4.0,1,0,,4.68,923794.7879754602
56.0,2.0,1.0,19.4740093,0.0,13.0,0,0,1970.0,1.79,413154.8083261058
62.0,5.0,0.0,22.53325,0.0,17.0,0,0,2013.0,3.43,491590.74011299433
37.5,2.0,1.0,20.9427038,1.0,24.0,0,0,1975.0,6.15,923794.7879754602
44.0,2.0,1.0,21.05092,0.0,12.0,0,0,1984.0,8.85,923794.7879754602
73.66,3.0,3.0,20.90297,1.0,7.0,1,0,2010.0,7.04,923794.7879754602
58.0,2.0,3.0,16.8786,1.0,24.0,1,0,2010.0,3.87,568970.2777777778
36.0,2.0,1.0,14.5548,1.0,54.0,0,0,1970.0,1.13,500654.9549763033
97.84,3.0,2.0,19.45504,0.0,63.0,0,0,,1.88,413154.8083261058
61.6,3.0,1.0,16.9902,1.0,6.0,1,0,2015.0,4.44,663522.8989361703
46.0,2.0,1.0,20.9207,1.0,32.0,0,0,1983.0,6.06,923794.7879754602
98.2,4.0,0.0,17.00695,0.0,24.0,0,0,1917.0,2.04,663522.8989361703
101.0,5.0,2.0,17.0278,0.0,138.0,0,0,,0.19,663522.8989361703
67.3,3.0,1.0,18.4357,0.0,0.0,0,0,2017.0,7.39,657043.248427673
51.0,2.0,0.0,19.456,0.0,44.0,0,0,,2.48,413154.8083261058
58.5,3.0,1.0,16.9473793628465,0.0,23.0,0,0,1979.0,2.46,568970.2777777778
47.0,3.0,1.0,17.9982308,0.0,10.0,0,0,,0.73,411446.35302390996
79.0,3.0,2.0,22.5559,0.0,41.0,0,0,,0.95,491590.74011299433
59.0,2.0,0.0,21.04883,0.0,36.0,0,0,1930.0,4.03,923794.7879754602
53.9,2.0,2.0,19.9362,0.0,36.0,0,1,,1.74,747427.8625277162
67.0,4.0,1.0,21.12643066,0.0,15.0,0,1,2000.0,2.06,331119.6569037657
53.0,3.0,1.0,19.3829611787064,0.0,12.0,0,0,,6.42,413154.8083261058
32.19,1.0,2.0,22.55793,0.0,4.0,0,0,1940.0,2.26,491590.74011299433
64.09,3.0,1.0,19.88937,1.0,10.0,1,0,,5.65,747427.8625277162
58.0,3.0,3.0,18.648,0.0,46.0,0,0,2019.0,0.84,737720.9866291344
56.4,2.0,1.0,17.99044447,1.0,9.0,0,0,2023.0,1.13,411446.35302390996
56.0,3.0,1.0,19.93049741,0.0,16.0,0,0,1990.0,3.49,747427.8625277162
26.0,1.0,0.0,21.0695,0.0,22.0,1,0,1998.0,4.77,923794.7879754602
49.0,2.0,2.0,19.93331677,0.0,46.0,0,0,1934.0,1.71,747427.8625277162
45.08,2.0,2.0,18.60247,0.0,48.0,0,0,1910.0,4.88,737720.9866291344
74.0,3.0,3.0,19.57368854,1.0,3.0,0,0,2015.0,8.99,413154.8083261058
61.0,3.0,1.0,18.50298,0.0,8.0,0,0,1985.0,5.98,657043.248427673
47.45,2.0,2.0,18.54064,0.0,12.0,0,0,1950.0,2.48,657043.248427673
44.5,2.0,1.0,20.94326,1.0,7.0,1,0,2001.0,13.7,923794.7879754602
126.0,4.0,0.0,19.897872,0.0,4.0,0,1,1998.0,2.94,747427.8625277162
56.1,2.0,1.0,21.0522102,1.0,34.0,0,0,2003.0,10.14,923794.7879754602
55.3,2.0,1.0,20.89967,1.0,20.0,1,0,2006.0,7.14,923794.7879754602
35.17,2.0,1.0,20.01657186,0.0,23.0,0,0,1970.0,6.64,747427.8625277162
80.0,4.0,0.0,14.5055732,0.0,9.0,0,1,1930.0,4.32,500654.9549763033
43.0,2.0,1.0,18.43693,0.0,0.0,0,0,2007.0,7.17,657043.248427673
53.0,2.0,1.0,17.0411497,0.0,19.0,0,0,2000.0,3.98,663522.8989361703
59.0,3.0,1.0,20.89274,1.0,6.0,1,0,2014.0,7.95,923794.7879754602
78.0,4.0,3.0,21.0106472,1.0,15.0,0,1,2020.0,5.25,923794.7879754602
60.82,3.0,1.0,18.50377,0.0,8.0,0,0,1981.0,5.94,657043.248427673
42.7,2.0,1.0,21.0122287,0.0,113.0,0,0,,0.63,923794.7879754602
76.0,3.0,3.0,20.87986836,0.0,1.0,0,0,2012.0,9.93,923794.7879754602
95.0,4.0,1.0,19.9269408,1.0,18.0,0,0,2000.0,3.59,747427.8625277162
39.18,2.0,0.0,18.5085294,0.0,0.0,0,0,,9.94,737720.9866291344
49.64,2.0,2.0,22.569283,0.0,24.0,0,0,1950.0,0.73,491590.74011299433
51.08,3.0,3.0,17.0523,1.0,0.0,0,0,2023.0,5.94,663522.8989361703
30.38,1.0,1.0,19.93659671,0.0,40.0,0,1,2021.0,1.69,747427.8625277162
31.53,2.0,1.0,21.07505,0.0,30.0,0,0,1938.0,5.23,923794.7879754602
38.4,2.0,1.0,17.1207,1.0,9.0,0,0,2023.0,6.35,663522.8989361703
40.13,2.0,1.0,19.4171,0.0,4.0,0,0,1976.0,3.79,413154.8083261058
61.0,2.0,3.0,20.94309,1.0,9.0,0,0,2006.0,8.23,923794.7879754602
32.0,1.0,3.0,18.5533,1.0,1.0,1,0,2016.0,7.15,737720.9866291344
83.7,3.0,1.0,21.0486891,1.0,31.0,0,0,2001.0,7.37,923794.7879754602
48.0,3.0,1.0,21.0278,0.0,13.0,0,0,1975.0,7.47,923794.7879754602
41.0,2.0,0.0,21.0346955,1.0,4.0,0,0,1960.0,4.68,923794.7879754602
50.8,2.0,1.0,17.1299,1.0,2.0,1,0,2013.0,7.01,663522.8989361703
58.84,3.0,1.0,18.60164,1.0,8.0,0,0,2009.0,4.0,737720.9866291344
60.3,3.0,0.0,18.02204,0.0,10.0,0,0,2015.0,2.39,411446.35302390996
44.08,2.0,0.0,18.5597977,0.0,1.0,1,1,2010.0,3.89,657043.248427673
36.96,2.0,1.0,19.9159,0.0,21.0,0,0,2007.0,3.71,747427.8625277162
47.42,2.0,1.0,21.1225,1.0,8.0,1,0,2021.0,8.11,923794.7879754602
38.0,2.0,0.0,20.95718,1.0,16.0,0,0,,3.16,923794.7879754602
34.0,2.0,1.0,19.39698028,0.0,18.0,0,1,1970.0,4.24,413154.8083261058
52.0,3.0,1.0,19.955,0.0,13.0,0,1,1983.0,4.68,747427.8625277162
66.0,3.0,1.0,18.0076,1.0,1.0,0,0,2022.0,2.68,411446.35302390996
62.27,3.0,1.0,21.06556,1.0,32.0,1,0,2004.0,12.16,923794.7879754602
38.29,2.0,3.0,17.0246632,1.0,2.0,0,1,2019.0,1.86,663522.8989361703
123.0,6.0,0.0,17.03625,1.0,86.0,0,1,2003.0,0.59,663522.8989361703
50.0,3.0,1.0,19.9178695,1.0,31.0,0,0,1975.0,2.53,747427.8625277162
49.0,2.0,0.0,18.59997,0.0,24.0,0,0,,5.8,737720.9866291344
65.0,3.0,1.0,22.5968741,0.0,2.0,0,0,1990.0,2.55,491590.74011299433
75.93,3.0,1.0,19.9878,1.0,1.0,0,0,2014.0,3.59,747427.8625277162
147.8,6.0,0.0,18.62616062,0.0,11.0,0,1,1997.0,1.83,737720.9866291344
43.7,2.0,2.0,21.0347,0.0,4.0,0,0,1946.0,4.68,923794.7879754602
40.41,2.0,2.0,21.0879468,0.0,19.0,0,0,1936.0,6.1,923794.7879754602
64.0,2.0,2.0,20.97759217,0.0,24.0,0,0,1933.0,2.41,923794.7879754602
34.0,1.0,0.0,18.46114,0.0,0.0,0,0,2000.0,7.41,657043.248427673
62.85,3.0,1.0,20.98873,0.0,8.0,1,0,2022.0,6.8,923794.7879754602
46.0,2.0,1.0,19.5079505006958,0.0,10.0,0,0,,4.04,413154.8083261058
46.95,3.0,2.0,19.90650806,0.0,19.0,0,0,1940.0,3.01,747427.8625277162
61.6,3.0,2.0,18.6535,1.0,142.0,1,0,1950.0,0.15,737720.9866291344
31.0,2.0,0.0,23.13832,1.0,15.0,0,0,1970.0,0.47,445351.94527363183
45.0,3.0,1.0,19.92674933,1.0,26.0,0,0,1970.0,2.45,747427.8625277162
57.14,2.0,2.0,17.01282263,0.0,29.0,0,0,1910.0,1.85,663522.8989361703
65.0,3.0,3.0,18.54331,1.0,54.0,0,0,2010.0,0.31,657043.248427673
49.0,2.0,0.0,18.581648,0.0,9.0,0,0,,6.23,737720.9866291344
34.0,2.0,2.0,22.55197525,0.0,41.0,0,0,1954.0,1.2,491590.74011299433
47.77,3.0,1.0,18.03724,1.0,15.0,0,0,1983.0,2.44,411446.35302390996
100.0,3.0,1.0,21.0383222,1.0,15.0,0,0,1980.0,8.36,923794.7879754602
55.4,3.0,1.0,18.6108143,1.0,4.0,0,0,1975.0,2.83,737720.9866291344
79.0,3.0,0.0,21.0546,0.0,7.0,0,0,,8.74,923794.7879754602
52.03,3.0,3.0,18.586530726643,1.0,9.0,1,1,2014.0,4.4,737720.9866291344
73.78,3.0,1.0,18.04381255,0.0,16.0,0,0,,3.26,411446.35302390996
59.0,2.0,1.0,19.9814887,1.0,6.0,0,0,1994.0,3.16,747427.8625277162
73.0,3.0,1.0,19.43378,0.0,9.0,1,0,2000.0,4.94,413154.8083261058
50.43,2.0,0.0,20.97427,0.0,35.0,0,0,2010.0,2.0,923794.7879754602
62.46,3.0,1.0,18.55747,1.0,1.0,0,0,2022.0,6.94,737720.9866291344
53.0,3.0,1.0,16.9896698,1.0,12.0,0,0,1979.0,3.39,663522.8989361703
27.0,1.0,2.0,22.5673987,0.0,82.0,0,0,,0.28,491590.74011299433
58.0,2.0,2.0,19.47202,0.0,9.0,0,0,,2.98,413154.8083261058
34.4,2.0,1.0,19.98053,0.0,13.0,0,0,,3.68,747427.8625277162
54.63,3.0,0.0,20.93093,1.0,27.0,0,0,1976.0,6.75,923794.7879754602
47.0,2.0,0.0,22.0102421,0.0,4.0,0,0,2009.0,3.9,503505.2635135135
64.0,3.0,0.0,16.9285705,0.0,4.0,0,0,,7.15,663522.8989361703
89.0,4.0,1.0,18.5127211,0.0,3.0,0,0,1997.0,5.97,657043.248427673
53.28,3.0,1.0,20.05147,1.0,4.0,0,0,,8.7,747427.8625277162
74.58,3.0,1.0,18.53343,0.0,7.0,0,0,2005.0,7.85,737720.9866291344
39.0,2.0,0.0,20.97012,1.0,6.0,0,0,2017.0,2.46,923794.7879754602
48.0,2.0,1.0,19.0259,1.0,86.0,0,0,1980.0,0.59,442685.6430594901
74.0,3.0,0.0,21.06537,1.0,13.0,0,0,2022.0,7.43,923794.7879754602
39.67,2.0,1.0,19.4734251,0.0,8.0,0,1,1963.0,7.14,413154.8083261058
49.0,2.0,1.0,14.5004084,1.0,5.0,0,1,1980.0,4.47,500654.9549763033
36.5,2.0,1.0,17.11257,0.0,7.0,0,0,1962.0,5.85,663522.8989361703
32.28,1.0,1.0,21.0138903,1.0,26.0,0,0,1956.0,4.18,923794.7879754602
101.0,4.0,1.0,16.9162266,0.0,20.0,0,0,1998.0,2.38,568970.2777777778
75.0,3.0,2.0,20.9659241,0.0,37.0,0,0,1960.0,4.05,923794.7879754602
40.5,2.0,0.0,20.9727739,0.0,20.0,0,0,,4.43,923794.7879754602
53.0,2.0,0.0,20.98985,0.0,74.0,0,0,1938.0,1.12,923794.7879754602
65.0,2.0,1.0,21.03565,1.0,13.0,0,0,2007.0,10.13,923794.7879754602
57.0,3.0,1.0,14.537222,1.0,1.0,0,1,2016.0,5.86,500654.9549763033
53.2,3.0,1.0,18.5833,0.0,9.0,0,0,1980.0,5.58,737720.9866291344
54.0,3.0,1.0,21.1557015,1.0,19.0,0,0,1978.0,2.57,331119.6569037657
72.0,3.0,0.0,18.66326,1.0,51.0,0,0,2017.0,0.58,737720.9866291344
61.08,3.0,1.0,16.8801724,1.0,21.0,0,0,1975.0,3.84,568970.2777777778
85.0,5.0,1.0,19.88,0.0,1.0,0,1,2023.0,6.28,747427.8625277162
80.8,3.0,2.0,18.61299,0.0,26.0,1,0,1911.0,3.98,737720.9866291344
57.59,3.0,1.0,18.60514,0.0,58.0,0,0,1955.0,4.74,737720.9866291344
100.0,4.0,2.0,18.0079,0.0,54.0,0,1,1910.0,0.65,411446.35302390996
31.0,1.0,1.0,19.4097,1.0,22.0,0,0,1975.0,4.98,413154.8083261058
46.0,2.0,1.0,20.95956967,1.0,10.0,0,0,1999.0,5.97,923794.7879754602
51.4,2.0,1.0,22.5167,0.0,22.0,0,0,1998.0,3.92,491590.74011299433
53.0,2.0,0.0,16.89192,0.0,20.0,0,0,2008.0,2.99,568970.2777777778
60.22,3.0,1.0,18.5476,1.0,12.0,0,0,2023.0,4.71,657043.248427673
88.0,3.0,1.0,19.1183483,0.0,30.0,0,0,1960.0,0.79,312877.4539007092
39.5,2.0,3.0,21.1131,1.0,8.0,0,1,2023.0,7.6,923794.7879754602
58.2,2.0,1.0,21.0678894,1.0,42.0,0,1,1998.0,11.85,923794.7879754602
57.8,3.0,0.0,20.8837885,0.0,11.0,0,0,1973.0,9.12,923794.7879754602
52.0,2.0,1.0,21.1782251,0.0,0.0,0,0,2005.0,12.54,923794.7879754602
49.0,2.0,1.0,22.5332309,0.0,43.0,0,0,1950.0,2.42,491590.74011299433
67.9,4.0,0.0,21.16400341,1.0,28.0,0,0,1980.0,1.53,331119.6569037657
74.15,3.0,2.0,17.0109,0.0,13.0,0,1,1937.0,3.66,663522.8989361703
95.46,4.0,3.0,19.4802,1.0,23.0,0,0,2023.0,2.65,413154.8083261058
48.0,2.0,1.0,17.04842091,0.0,12.0,0,1,1989.0,2.48,663522.8989361703
108.5,5.0,1.0,19.48475,0.0,12.0,1,0,2007.0,2.06,413154.8083261058
46.0,3.0,1.0,23.1242133,0.0,8.0,0,0,1970.0,1.42,445351.94527363183
39.0,2.0,1.0,16.9438,0.0,1.0,0,1,,4.1,568970.2777777778
72.43,4.0,3.0,21.06282,1.0,16.0,1,0,2009.0,4.75,923794.7879754602
90.0,3.0,1.0,19.9236359,0.0,13.0,0,0,2000.0,1.6,747427.8625277162
62.0,3.0,1.0,17.014584,0.0,29.0,0,1,1960.0,1.89,663522.8989361703
50.25,2.0,3.0,20.9788,1.0,23.0,0,0,2020.0,3.11,923794.7879754602
39.0,2.0,0.0,18.4787089,1.0,3.0,0,0,1975.0,4.27,657043.248427673
89.52,4.0,1.0,20.9545,0.0,12.0,1,1,1998.0,4.7,923794.7879754602
28.1,1.0,1.0,20.99209074,1.0,67.0,0,0,,2.41,923794.7879754602
97.0,4.0,0.0,20.03700256,0.0,28.0,0,1,2022.0,7.34,747427.8625277162
37.0,2.0,1.0,21.0552,1.0,21.0,0,0,1973.0,4.54,923794.7879754602
110.0,5.0,0.0,17.1108953,0.0,5.0,0,0,2009.0,8.47,663522.8989361703
68.0,2.0,0.0,19.44335145,1.0,15.0,0,1,2006.0,2.04,413154.8083261058
57.0,3.0,0.0,21.0553072,0.0,0.0,0,1,2000.0,13.09,923794.7879754602
52.73,2.0,2.0,14.5485858,0.0,46.0,0,0,1900.0,0.82,500654.9549763033
73.3,4.0,1.0,16.9798,0.0,14.0,0,0,2021.0,3.95,568970.2777777778
56.47,2.0,3.0,20.99446,1.0,23.0,1,0,2020.0,6.76,923794.7879754602
47.29,2.0,0.0,19.462,0.0,17.0,0,0,1970.0,0.82,413154.8083261058
48.0,3.0,1.0,21.08152,1.0,27.0,0,0,1974.0,5.31,923794.7879754602
38.84,2.0,3.0,20.9561330638077,1.0,12.0,1,1,2022.0,3.29,923794.7879754602
57.0,2.0,1.0,16.9057338,0.0,2.0,0,0,,9.91,663522.8989361703
54.63,2.0,0.0,16.9086139,0.0,15.0,0,0,1972.0,1.98,568970.2777777778
73.0,4.0,1.0,21.17378623,0.0,6.0,0,0,1984.0,12.05,923794.7879754602
108.0,5.0,1.0,21.1195,0.0,11.0,0,1,1999.0,7.92,923794.7879754602
62.0,3.0,1.0,17.0074108,1.0,34.0,0,1,1980.0,1.66,663522.8989361703
30.5,2.0,0.0,19.98998,1.0,11.0,0,0,2016.0,5.59,747427.8625277162
47.45,2.0,1.0,14.5642854,1.0,17.0,0,0,1982.0,3.28,500654.9549763033
65.0,2.0,1.0,21.1238,0.0,7.0,0,0,2000.0,8.24,923794.7879754602
84.6,4.0,1.0,20.92476,0.0,9.0,0,0,1996.0,6.32,923794.7879754602
72.0,4.0,1.0,20.0094789,0.0,7.0,0,0,1994.0,7.54,747427.8625277162
45.0,2.0,1.0,21.09501901,1.0,10.0,0,1,2018.0,6.23,923794.7879754602
94.0,5.0,0.0,20.0296639,0.0,2.0,0,0,,8.12,747427.8625277162
25.0,1.0,2.0,17.0611,0.0,20.0,0,1,1900.0,2.22,663522.8989361703
64.0,3.0,0.0,21.030647,1.0,18.0,0,0,1977.0,8.03,923794.7879754602
46.0,3.0,0.0,20.9113,0.0,15.0,0,0,,6.37,923794.7879754602
28.8,1.0,1.0,19.92605341,1.0,16.0,0,0,1972.0,3.5,747427.8625277162
46.0,2.0,1.0,18.6282285166849,0.0,5.0,0,0,1973.0,4.67,737720.9866291344
64.0,3.0,3.0,21.0260927,1.0,21.0,0,1,2000.0,5.71,923794.7879754602
36.7,2.0,0.0,19.92803,0.0,76.0,0,0,1915.0,1.19,747427.8625277162
61.54,3.0,1.0,18.64689,1.0,0.0,0,0,2022.0,5.7,737720.9866291344
48.6,2.0,1.0,21.1574553,1.0,40.0,0,0,1970.0,1.17,331119.6569037657
31.44,2.0,0.0,19.89044,1.0,7.0,0,0,2023.0,5.9,747427.8625277162
55.19,2.0,1.0,19.9356941,0.0,23.0,0,0,1929.0,2.15,747427.8625277162
78.72,4.0,1.0,20.9973,1.0,3.0,0,1,2023.0,9.95,923794.7879754602
65.0,4.0,3.0,21.99209,0.0,29.0,0,0,1974.0,0.95,503505.2635135135
84.5,3.0,3.0,19.4806,1.0,10.0,1,1,2007.0,1.94,413154.8083261058
32.24,1.0,3.0,20.92088,1.0,0.0,0,0,2011.0,7.33,923794.7879754602
63.02,3.0,1.0,20.02412132,1.0,2.0,0,1,2022.0,6.19,747427.8625277162
30.0,1.0,0.0,17.96719,0.0,6.0,0,0,1930.0,2.6,411446.35302390996
119.2,4.0,1.0,21.0595,1.0,28.0,0,0,1995.0,12.04,923794.7879754602
46.54,2.0,1.0,20.0537857,0.0,6.0,0,0,2013.0,9.15,747427.8625277162
33.0,2.0,1.0,19.47352409,0.0,21.0,0,0,1980.0,5.91,413154.8083261058
90.0,4.0,2.0,19.0145148,0.0,62.0,0,0,1894.0,0.46,442685.6430594901
47.0,3.0,1.0,20.9752659908084,0.0,14.0,0,0,1971.0,4.4,923794.7879754602
28.0,1.0,1.0,19.4979,0.0,15.0,0,1,,4.83,413154.8083261058
80.52,4.0,3.0,23.1517205,1.0,5.0,0,1,2010.0,2.68,445351.94527363183
70.91,3.0,3.0,20.9685837,1.0,10.0,0,0,1996.0,4.7,923794.7879754602
40.0,2.0,2.0,19.11164,0.0,43.0,0,0,,1.24,312877.4539007092
42.0,2.0,1.0,18.0497523,0.0,21.0,0,0,,3.29,411446.35302390996
56.0,3.0,0.0,19.41779077,1.0,19.0,0,0,,4.54,413154.8083261058
56.0,2.0,1.0,19.9254219,0.0,17.0,0,0,2014.0,2.85,747427.8625277162
56.0,5.0,0.0,21.01378,1.0,15.0,0,0,1974.0,6.34,923794.7879754602
72.8,3.0,2.0,18.5943,0.0,28.0,0,0,1951.0,5.57,737720.9866291344
39.0,2.0,0.0,20.90811,1.0,3.0,0,0,2003.0,6.81,923794.7879754602
52.64,2.0,3.0,19.46969,1.0,7.0,1,0,2022.0,3.8,413154.8083261058
75.6,4.0,2.0,17.0175406,0.0,15.0,0,1,1910.0,3.17,663522.8989361703
58.7,2.0,0.0,20.932,0.0,3.0,0,0,,5.13,923794.7879754602
38.3,2.0,1.0,19.41747,1.0,18.0,0,0,1971.0,2.71,413154.8083261058
34.4,2.0,2.0,18.6548,0.0,9.0,0,1,,1.01,737720.9866291344
61.7,3.0,1.0,21.98531,0.0,15.0,0,0,1996.0,2.3,503505.2635135135
46.1,2.0,1.0,16.9285705,0.0,4.0,0,1,1971.0,7.15,663522.8989361703
147.8,6.0,1.0,18.62612,0.0,11.0,0,0,1997.0,1.84,737720.9866291344
38.0,2.0,1.0,20.9515904,0.0,26.0,0,1,1959.0,6.11,923794.7879754602
47.0,3.0,0.0,18.9810567,1.0,13.0,0,1,,3.18,442685.6430594901
